Measurement #,Actual Engine Torque Static at Clutch (Nm),Air Temperature Sensor Voltage[HFM] (V),Air Temperature Sensor Voltage[ICO_DOWN] (V),Averaged Signal Voltage of Fuel Pressure Sensor (V),Battery Temperature (degree C),Blower Switch (   ),Coolant Temperature-ENG_Block (degree C),Coolant Temperature-ENG_Head (degree C),Coolant Temperature(Voltage)-ENG_Block (V),Coolant Temperature(Voltage)-ENG_Head (V),Cruise Control State (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[0] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[1] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[2] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[3] (   ),Elec. Fuel Pump Relay (   ),Electrical Fuel Heater Relay Activated (   ),Engine Cooling Fan State (   ),Engine Operating State (   ),Engine Speed (rpm),Exhaust Temperature Sensor 0 Value-Upstream of the Turbo (degree C),Exhaust Temperature Sensor 0 Voltage-Upstream of the Turbo (V),Exhaust Temperature Sensor 1 Value-Upstream of Oxidation Catalyst (degree C),Exhaust Temperature Sensor 1 Voltage-Upstream of Oxidation Catalyst (V),Exhaust Temperature Sensor 2 Value-Upstream of DPF (degree C),Exhaust Temperature Sensor 2 Voltage-Upstream of DPF (V),Exhaust Temperature Sensor 3 Value-Upstream of the SCR (degree C),Exhaust Temperature Sensor 3 Voltage-Upstream of the SCR (V),Filtered Voltage from the Raw Voltage of Water in Fuel Analog Sensor (V),Fuel Correction by Injector Code-Cyl #1 (mg/stroke),Fuel Correction by Injector Code-Cyl #2 (mg/stroke),Fuel Correction by Injector Code-Cyl #3 (mg/stroke),Fuel Correction by Injector Code-Cyl #4 (mg/stroke),Fuel Pressure Set Point Value (MPa),Fuel Pressure Setpoint Maximum Limitation (MPa),Fuel Quantity (mg/stroke),Fuel Temperature Sensor (degree C),Gearbox Neutral Position Status Signal (   ),Immobilizer Status (   ),Intake Gas Temperature at HFM (degree C),Intake Gas Temperature Downstream Intercooler (degree C),Maximal Injection Time (ms),Oil Temperature (degree C),On-board Diagnosis State of the Gearbox by Gearbox Control Unit (   ),Oxygen Sensor Temperture 1 (Upstream) (degree C),Oxygen Sensor Temperture 2 (Downstream) (degree C),Position of Boost Pressure Actuator (%),Rail Pressure (MPa),Raw Voltage of Boost Pressure Sensor (V),Setpoint for the MAIN Injection Quantity (mg/stroke),Setpoint for the POST Injections Quantity[0] (mg/stroke),Setpoint for the POST Injections Quantity[1] (mg/stroke),Setpoint for the POST Injections Quantity[2] (mg/stroke),Setpoint for the PREV Injections Quantity[1] (mg/stroke),Setpoint for the PREV Injections Quantity[2] (mg/stroke),Speed Sensor Information Input State (   ),State of Charge (%),State of Function (V),State of Health (%),Status of Aftersales Particulate Filter Regeneration Process (   ),Status of Glow Control Unit (   ),Time Based Fuel Consumption (L/h),Value of Actual Absolute Brake Boost Pressure (hPa),Vehicle Speed (km/h),Voltage from Differential Pressure Sensor on EGR Valve (V),Voltage from Differential Pressure Sensor on Particulate Filter (V),Voltage Raw Value of Fuel Temperature (V)
67,100.750,2.406,1.931,2.351,24.750,ON,96.258,94.461,0.415,0.396,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2342,623.725,1.937,347.600,1.558,376.725,1.605,355.162,1.570,0,-0.608,0.912,0,-0.912,129.462,210.004,18.800,38,OFF,Learnt,21.703,31.750,8,104,0,798.812,799.812,56.662,129.895,3.309,13.464,1.492,0,0,1.100,1.400,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.204,934.146,132,1.234,1.215,1.670
68,141.375,2.408,1.925,2.605,24.750,ON,96.594,95.250,0.406,0.392,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2371,717.725,1.924,342.412,1.550,374.350,1.600,355.912,1.571,0,-0.608,0.912,0,-0.912,128.119,210.004,31.204,38,OFF,Learnt,21.656,31.906,8,104,0,801.500,799.812,56.383,127.576,3.130,29.116,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.215,934.146,132,1.315,1.207,1.670
69,176.750,2.410,1.919,2.744,24.750,ON,97.148,95.695,0.402,0.386,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2382,899.975,2.488,340.162,1.545,371.225,1.595,357.412,1.573,0,-0.608,0.912,0,-0.912,147.015,210.004,30.980,38,OFF,Learnt,21.625,32.055,8,104,0,803.750,801.500,63.074,146.137,2.797,28.552,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.226,935.307,133,1.360,1.266,1.669
70,175.625,2.410,1.910,2.738,24.750,OFF,97.820,94.125,0.419,0.378,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2377,899.975,2.542,339.412,1.544,368.162,1.592,358.225,1.575,0,-0.608,0.912,0,-0.912,154.022,210.004,29.688,38,OFF,Learnt,21.625,32.266,8,104,0,801.500,801.500,60.941,153.876,2.753,22.188,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.233,934.146,133,1.379,1.271,1.671
71,165.500,2.410,1.903,2.693,24.750,ON,98.383,93.680,0.424,0.372,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2376,899.975,2.432,340.162,1.545,366.600,1.588,358.225,1.575,0,-0.608,0.912,0,-0.912,150.494,210.004,25.520,38,OFF,Learnt,21.625,32.445,8,104,0,799.812,803.750,57.590,150.824,2.686,21.812,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.240,934.146,133,1.365,1.227,1.670
72,123.625,2.407,1.898,2.577,24.750,ON,99.055,93.461,0.426,0.365,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2387,899.975,2.047,343.100,1.549,363.537,1.584,358.975,1.576,0,-0.608,0.912,0,-0.912,138.031,210.004,26.776,38,OFF,Learnt,21.680,32.562,8,104,0,801.500,799.812,55.168,140.460,2.670,18.944,1.032,0,0,1.100,1.444,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.244,934.146,133,1.320,1.211,1.671
73,98.125,2.406,1.898,2.302,24.750,ON,99.273,94.016,0.420,0.363,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2377,659.100,1.978,345.350,1.554,361.287,1.581,358.975,1.576,0,-0.608,0.912,0,-0.912,125.147,210.004,17.624,38,OFF,Learnt,21.703,32.562,8,104,0,799.812,799.812,52.325,125.244,2.681,12.120,1.472,0,0,1.100,1.400,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.244,934.146,133,1.230,1.180,1.670
74,106,2.405,1.893,2.372,24.750,ON,99.055,94.352,0.416,0.365,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2374,899.975,2.374,344.600,1.553,359.725,1.577,358.225,1.575,0,-0.608,0.912,0,-0.912,130.560,210.004,19.140,38,OFF,Learnt,21.727,32.688,8,104,0,799.812,801.500,65.350,130.957,2.494,13.824,1.496,0,0,1.100,1.400,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.233,934.146,133,1.271,1.189,1.671
75,138.625,2.405,1.893,2.638,24.750,ON,98.938,94.461,0.415,0.366,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2377,728.350,2.052,341.662,1.548,358.225,1.575,357.412,1.575,0,-0.608,0.912,0,-0.912,142.957,210.004,25.652,38,OFF,Learnt,21.727,32.688,8,104,0,801.500,801.500,51.898,142.688,2.546,23.136,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.237,934.146,133,1.271,1.230,1.671
76,96.750,2.405,1.891,2.344,24.750,ON,98.938,94.461,0.415,0.366,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2368,899.975,2.377,343.100,1.550,355.912,1.571,357.412,1.573,0,-0.608,0.912,0,-0.912,128.864,210.004,18.516,38,OFF,Learnt,21.727,32.742,8,104,0,799.812,799.812,66.277,129.224,2.437,13.148,1.488,0,0,1.100,1.400,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.230,934.146,133,1.206,1.184,1.671
77,144.500,2.405,1.892,2.663,24.750,ON,99.164,94.461,0.415,0.364,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2375,796.912,2.078,339.412,1.544,354.350,1.570,356.662,1.572,0,-0.608,0.912,0,-0.912,143.872,210.004,26.820,38,OFF,Learnt,21.727,32.711,8,104,0,799.812,801.500,52.042,143.158,2.657,24.312,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.233,935.307,133,1.344,1.216,1.671
78,137.125,2.402,1.887,2.631,24.750,ON,99.391,94.461,0.415,0.361,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2379,650.412,2.020,341.662,1.548,353.600,1.567,355.912,1.571,0,-0.608,0.912,0,-0.912,142.383,210.004,25.580,38,OFF,Learnt,21.773,32.836,8,104,0,801.500,799.812,53.392,141.956,2.479,22.732,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.230,934.146,133,1.244,1.189,1.671
79,129.750,2.404,1.887,2.612,24.750,ON,99.500,94.578,0.414,0.360,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2386,899.975,2.876,346.100,1.555,352.100,1.565,355.162,1.570,0,-0.608,0.912,0,-0.912,143.488,210.004,24.008,38,OFF,Learnt,21.750,32.836,8,104,0,799.812,799.812,53.612,143.701,2.397,21.172,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.230,934.146,133,1.233,1.179,1.672
80,118.250,2.404,1.888,2.516,24.750,ON,99.727,94.461,0.415,0.358,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2381,899.975,2.378,349.787,1.561,351.287,1.564,354.350,1.569,0,-0.608,0.912,0,-0.912,137.036,210.004,22.592,38,OFF,Learnt,21.750,32.805,8,104,0,803.750,801.500,56.389,137.036,2.275,17.880,1.456,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.226,934.146,133,1.218,1.185,1.672
81,76,2.400,1.892,2.272,24.750,ON,99.727,94.578,0.414,0.358,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,645.037,1.962,349.787,1.561,350.537,1.563,353.600,1.567,0,-0.608,0.912,0,-0.912,115.692,210.004,14.832,38,OFF,Learnt,21.828,32.711,8,104,0,799.812,799.812,50.331,115.888,2.511,18.604,1.168,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.222,935.307,133,1.215,1.145,1.672
82,76.375,2.399,1.892,2.363,24.750,ON,99.836,94.461,0.415,0.356,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2380,624.787,1.938,344.600,1.553,349.787,1.561,352.850,1.566,0,-0.608,0.912,0,-0.912,115.723,210.004,14.836,38,OFF,Learnt,21.852,32.711,8,104,0,801.500,801.500,51.331,115.741,2.549,19.800,0.828,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.219,934.146,133,1.174,1.141,1.672
83,126.375,2.399,1.893,2.570,24.750,ON,99.836,94.461,0.415,0.356,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2374,899.975,2.352,343.100,1.550,349.037,1.560,351.287,1.564,0,-0.608,0.912,0,-0.912,139.679,210.004,23.548,38,OFF,Learnt,21.852,32.688,8,104,0,799.812,799.812,52.820,139.734,2.493,20.136,0.872,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.215,935.307,133,1.287,1.185,1.674
84,96.500,2.400,1.896,2.310,24.750,ON,99.945,94.461,0.415,0.355,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2358,899.975,2.401,345.350,1.554,348.287,1.559,350.537,1.563,0,-0.608,0.912,0,-0.912,125.641,210.004,17.976,38,OFF,Learnt,21.828,32.625,8,104,0,799.812,801.500,64.995,126.044,2.454,12.568,1.480,0,0,1.100,1.400,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.212,934.146,133,1.208,1.158,1.674
85,-24,2.399,1.899,1.436,24.750,ON,100.172,94.242,0.417,0.353,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Pull,2338,400.537,1.650,336.475,1.541,348.287,1.558,349.037,1.560,0,-0.608,0.912,0,-0.912,65.088,210.004,1.124,38,OFF,Learnt,21.852,32.531,8,104,0,798.812,801.500,63.887,67.334,1.847,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.186,934.146,132,1.222,1.119,1.674
86,-24.125,2.397,1.914,1.400,24.750,ON,92.453,87.641,0.490,0.437,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2305,339.412,1.553,317.412,1.512,347.600,1.558,347.600,1.558,0,-0.608,0.912,0,-0.912,58.893,210.004,0,38,OFF,Learnt,21.875,32.172,8,104,0,799.812,801.500,61.697,61.444,1.833,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.122,935.307,130,1.169,1.128,1.674
87,-23.500,2.397,1.927,1.394,24.750,ON,90.102,83.500,0.535,0.463,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2269,291.725,1.470,300.100,1.481,347.600,1.558,346.100,1.555,0,-0.608,0.912,0,-0.912,57.843,210.004,0,38,OFF,Learnt,21.875,31.844,8,104,0,799.812,801.500,60.703,60.278,1.771,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.089,934.146,128,1.178,1.128,1.675
88,-23.250,2.395,1.942,1.383,24.750,ON,90.438,78.352,0.604,0.459,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2235,252.850,1.399,284.787,1.453,346.100,1.556,345.350,1.554,0,-0.608,0.912,0,-0.912,57.092,210.004,0,38,OFF,Learnt,21.922,31.484,8,104,0,799.812,799.812,62.485,59.583,1.754,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.057,929.254,126,1.174,1.123,1.674
89,-23.625,2.395,1.954,1.359,24.750,ON,90.883,78.547,0.601,0.454,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2186,228.037,1.350,272.412,1.431,346.100,1.555,343.850,1.552,0,-0.608,0.912,0,-0.912,56.256,210.004,0,38,OFF,Learnt,21.922,31.180,8,104,0,801.500,799.812,63.335,59.100,1.774,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.024,919.469,123,1.176,1.105,1.675
90,-23.375,2.393,1.968,1.348,24.750,ON,91.445,81.930,0.552,0.448,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2155,209.037,1.313,262.287,1.412,345.350,1.554,343.100,1.550,0,-0.608,0.912,0,-0.912,54.822,210.004,0,38,OFF,Learnt,21.969,30.852,8,103,0,798.812,801.500,63.976,57.208,1.715,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.992,919.469,121,1.147,1.104,1.675
91,-23.750,2.393,1.982,1.334,24.750,ON,91.664,83.836,0.531,0.446,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2119,192.975,1.283,252.162,1.393,344.600,1.553,341.662,1.548,0,-0.608,0.912,0,-0.912,53.912,210.004,0,38,OFF,Learnt,21.969,30.492,8,103,0,799.812,799.812,65.051,56.335,1.855,0,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.960,920.713,119,1.182,1.104,1.674
92,-23.875,2.390,1.996,1.318,24.750,ON,92,85.398,0.514,0.442,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Fuel Cut Off,2111,182.537,1.261,243.662,1.378,343.850,1.552,340.162,1.547,0,-0.608,0.912,0,-0.912,53.003,210.004,0,38,OFF,Learnt,22.023,30.164,8,103,0,798.812,799.812,76.534,55.200,1.852,0.700,0,0,0,0,0,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.927,920.713,118,1.161,1.108,1.672
93,216.250,2.390,2.004,2.507,24.750,ON,91.219,85.961,0.508,0.450,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2095,210.975,1.298,243.662,1.375,343.100,1.550,339.412,1.544,0,-0.608,0.912,0,-0.912,122.858,210.004,41.248,38,OFF,Learnt,22.023,29.961,8,102,0,803.750,801.500,57.153,120.044,3.185,36.964,0,0,0,1.100,1.404,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.927,920.713,117,1.240,1.163,1.672
94,167.750,2.394,1.997,2.568,24.750,ON,90.547,86.516,0.502,0.458,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2097,343.100,1.542,262.287,1.407,340.162,1.545,338.662,1.543,0,-0.608,0.912,0,-0.912,140.888,210.004,29.032,38,OFF,Learnt,21.945,30.133,8,102,0,803.750,799.812,49.759,141.052,2.145,26.312,0,0,0,1.184,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.931,921.957,117,1.234,1.180,1.671
95,170.750,2.393,2.003,2.515,24.750,ON,90.320,87.414,0.492,0.460,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2101,899.975,3.405,278.537,1.438,336.475,1.541,336.475,1.541,0,-0.608,0.912,0,-0.912,134.192,210.004,30.112,38,OFF,Learnt,21.969,29.984,8,103,0,801.500,803.750,63.005,134.253,3.352,27.388,0,0,0,1.160,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.934,921.957,117,1.208,1.135,1.672
96,194.375,2.395,1.985,2.644,24.750,ON,90.883,88.422,0.481,0.454,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2110,436.725,1.691,292.475,1.461,333.475,1.534,336.475,1.539,0,-0.608,0.912,0,-0.912,149.262,210.004,32.296,38,OFF,Learnt,21.922,30.430,8,103,0,798.812,799.812,63.286,149.158,2.881,24.920,0,0,0,1.212,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.942,921.957,118,1.396,1.232,1.672
97,168.375,2.396,1.976,2.525,24.750,ON,91.328,89.094,0.474,0.449,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2112,475.600,1.736,303.725,1.482,329.037,1.528,334.975,1.537,0,-0.608,0.912,0,-0.912,139.380,210.004,27.664,38,OFF,Learnt,21.898,30.641,8,103,0,798.812,799.812,52.397,139.880,2.247,23.656,0,0,0,1.212,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.945,923.118,118,1.262,1.178,1.671
98,107.625,2.394,1.974,2.237,24.750,ON,92.227,90.211,0.461,0.439,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2118,469.412,1.741,311.662,1.498,325.350,1.521,333.475,1.534,0,-0.608,0.912,0,-0.912,116.040,210.004,21.564,38,OFF,Learnt,21.945,30.703,8,103,0,797.750,801.500,73.254,116.284,3.524,22.984,0,0,0,1.208,1.500,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.938,923.118,118,1.169,1.125,1.671
99,268.375,2.399,1.949,3.067,24.750,ON,92.898,91.109,0.452,0.432,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2144,558.162,1.858,323.912,1.515,322.475,1.516,332.787,1.533,0,-0.608,0.912,0,-0.912,172.766,210.004,52.612,38,OFF,Learnt,21.852,31.305,8,103,0,801.500,798.812,56.094,172.620,3.951,50.276,0,0,0,1.100,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.970,923.118,120,1.571,1.287,1.671
100,268.875,2.407,1.931,3.097,24.750,ON,93.680,92.227,0.439,0.424,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2182,579.787,1.903,351.287,1.560,320.350,1.512,331.287,1.532,0,-0.608,0.912,0,-0.912,175.354,210.004,52.736,38,OFF,Learnt,21.680,31.750,8,103,0,799.812,799.812,54.034,175.159,4.066,50.460,0,0,0,1.100,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.042,924.362,122,1.576,1.261,1.671
101,268.500,2.411,1.917,3.116,24.750,ON,94.125,93.461,0.426,0.419,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2216,599.850,1.895,371.225,1.593,319.600,1.511,330.537,1.530,0,-0.608,0.912,0,-0.912,176.447,210.004,52.860,38,OFF,Learnt,21.602,32.117,8,103,0,799.812,799.812,52.394,176.685,3.893,50.584,0,0,0,1.100,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.078,924.362,124,1.499,1.270,1.671
102,268.250,2.415,1.902,3.135,24.750,ON,94.688,94.461,0.415,0.413,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2251,608.162,1.919,392.537,1.625,321.037,1.512,329.037,1.527,0,-0.608,0.912,0,-0.912,177.521,210.004,52.972,38,OFF,Learnt,21.531,32.477,8,103,0,801.500,801.500,52.110,176.856,3.940,50.688,0,0,0,1.100,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.114,924.362,126,1.534,1.285,1.670
103,268.250,2.418,1.885,3.137,24.750,ON,95.250,94.797,0.411,0.406,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2285,626.850,1.941,408.662,1.652,323.912,1.517,327.600,1.525,0,-0.608,0.912,0,-0.912,178.168,210.004,53.028,38,OFF,Learnt,21.453,32.891,8,103,0,799.812,799.812,51.260,178.497,3.896,50.736,0,0,0,1.100,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.154,924.362,127,1.570,1.265,1.671
104,268.125,2.421,1.869,3.145,24.750,ON,96.141,92.562,0.436,0.397,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2314,635.350,1.949,423.350,1.672,329.037,1.527,325.350,1.522,0,-0.608,0.912,0,-0.912,178.418,210.004,53.024,38,OFF,Learnt,21.406,33.281,8,103,0,801.500,801.500,50.189,178.497,3.798,50.700,0,0,0,1.100,1.200,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.194,924.362,129,1.636,1.271,1.670
105,264.750,2.426,1.852,3.138,24.750,ON,97.039,90.656,0.457,0.387,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2346,642.912,1.959,434.225,1.689,336.475,1.537,323.912,1.519,0,-0.608,0.912,0,-0.912,178.607,210.004,50.340,38,OFF,Learnt,21.312,33.703,8,103,0,799.812,799.812,52.254,179.053,3.372,44.272,0,0,0,1.100,1.284,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.233,925.605,131,1.505,1.293,1.670
106,235.875,2.424,1.840,3.103,24.750,ON,97.484,92,0.442,0.382,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2365,637.537,1.954,440.912,1.700,344.600,1.552,322.475,1.516,0,-0.608,0.912,0,-0.912,176.148,210.004,44.492,38,OFF,Learnt,21.336,34.008,8,103,0,799.812,799.812,41.721,175.983,3.507,42.084,0,0,0,1.100,1.320,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.262,925.605,132,1.434,1.265,1.671
107,148.625,2.421,1.826,2.722,24.750,ON,97.930,93.789,0.422,0.377,Standby,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2368,612.287,1.929,437.600,1.697,352.850,1.566,321.037,1.515,0,-0.608,0.912,0,-0.912,150.263,210.004,27.180,38,OFF,Learnt,21.406,34.336,8,103,0,801.500,799.812,61.932,150.446,3.246,24.800,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.294,925.605,132,1.293,1.155,1.670
108,167.750,2.418,1.815,2.790,24.750,ON,98.156,95.023,0.409,0.375,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2365,624.787,1.931,428.412,1.683,359.725,1.577,320.350,1.512,0,-0.608,0.912,0,-0.912,155.261,210.004,29.156,38,OFF,Learnt,21.453,34.609,8,103,0,798.812,798.812,52.966,155.292,2.842,26.132,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.302,925.605,133,1.270,1.204,1.671
109,138.125,2.418,1.813,2.650,24.750,ON,98.266,95.695,0.402,0.374,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2366,559.100,1.865,418.412,1.669,368.162,1.589,318.850,1.510,0,-0.608,0.912,0,-0.912,146.820,210.004,24.752,38,OFF,Learnt,21.453,34.664,8,103,0,799.812,801.500,52.397,146.808,2.457,21.896,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.305,925.605,133,1.282,1.208,1.669
110,116.750,2.413,1.815,2.476,24.750,ON,98.719,93.461,0.426,0.369,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2355,528.475,1.832,410.287,1.656,374.350,1.599,317.412,1.509,0,-0.608,0.912,0,-0.912,134.937,210.004,22.192,38,OFF,Learnt,21.555,34.609,8,103,0,799.812,801.500,52.538,134.943,2.380,17.472,1.668,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.302,925.605,132,1.195,1.173,1.670
111,111.375,2.413,1.820,2.424,24.750,ON,99.164,90.656,0.457,0.364,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2344,521.912,1.799,402.162,1.644,379.912,1.609,315.975,1.506,0,-0.608,0.912,0,-0.912,129.260,210.004,21.836,38,OFF,Learnt,21.555,34.484,8,103,0,799.812,799.812,54.393,129.004,2.404,17.956,1.492,0,0,1.100,1.460,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.298,926.766,132,1.248,1.130,1.671
112,124.250,2.413,1.823,2.517,24.750,ON,99.609,91.109,0.452,0.359,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2341,671.162,1.986,396.475,1.635,386.225,1.617,315.287,1.504,0,-0.608,0.912,0,-0.912,135.791,210.004,23.248,38,OFF,Learnt,21.555,34.430,8,103,0,799.812,799.812,54.244,135.645,2.542,19.928,0.860,0,0,1.100,1.464,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.294,925.605,131,1.250,1.172,1.670
113,134.875,2.413,1.827,2.597,24.750,ON,99.836,91.891,0.443,0.356,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2334,621.662,1.935,393.350,1.630,390.162,1.625,314.537,1.503,0,-0.608,0.912,0,-0.912,141.126,210.004,24.664,38,OFF,Learnt,21.555,34.305,8,103,0,799.812,799.812,55.312,141.132,2.527,22.504,0,0,0,1.100,1.464,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.291,925.605,131,1.250,1.193,1.670
114,147.250,2.415,1.831,2.674,24.750,ON,99.727,92.562,0.436,0.358,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2331,659.100,1.971,390.162,1.625,393.350,1.630,313.100,1.500,0,-0.608,0.912,0,-0.912,146.143,210.004,26.872,38,OFF,Learnt,21.531,34.219,8,103,0,799.812,799.812,55.248,145.941,2.640,24.424,0,0,0,1.100,1.468,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.298,925.605,130,1.290,1.176,1.670
